site,model,h,support,analysis,scope,selected_alpha,points,origins,SSE,SAE,signed_error,RMSE,MAE,bias
Hanwha,Ridge+day,12,common_H144,daily_matched,power-active,100.0,14558,1323,622.5327479465313,1791.4339512429945,-1.7314620071457192,0.20679033823147105,0.1230549492542241,-0.00011893543118187383
Hanwha,Ridge+day,12,common_H144,daily_matched,low-power,100.0,39593,3413,120.80409139265888,1412.9846467128684,-4.003457875195835,0.055237195012003935,0.03568773891124361,-0.00010111529500658791
Hanwha,Ridge+day,48,horizon_specific,primary,full,100.0,290352,6049,10350.466115109388,36462.243594395004,-17048.649693998643,0.18880676147220912,0.12557944699673157,-0.058717176716532496
Hanwha,Ridge+day,48,horizon_specific,primary,power-active,100.0,132649,3522,8732.203131893633,24799.221841057642,-13870.452277979806,0.256572392996586,0.18695370369213218,-0.10456507231852337
Hanwha,Ridge+day,48,horizon_specific,primary,low-power,100.0,157703,4098,1618.2629832157575,11663.021753337363,-3178.197416018833,0.10129886340080077,0.07395561120167253,-0.02015305616265279
Hanwha,Ridge+day,48,horizon_specific,daily_matched,full,100.0,289920,6049,10327.936133227766,36392.07783704765,-17038.750314977842,0.18874162237840322,0.12552455103838178,-0.05877052398929995
Hanwha,Ridge+day,48,horizon_specific,daily_matched,power-active,100.0,132649,3522,8732.203131893633,24799.221841057642,-13870.452277979806,0.256572392996586,0.18695370369213218,-0.10456507231852337
Hanwha,Ridge+day,48,horizon_specific,daily_matched,low-power,100.0,157271,4098,1595.7330013341366,11592.855995989996,-3168.2980369980337,0.10072929382052866,0.07371261069103646,-0.020145468884905888
Hanwha,Ridge+day,48,common_H144,primary,full,100.0,217008,4521,6811.350425094304,24140.09999120539,-9671.867485593833,0.17716533095251238,0.11124059938437933,-0.04456917480274383
Hanwha,Ridge+day,48,common_H144,primary,power-active,100.0,67179,2113,5408.3683731393685,13354.67004282975,-6172.735848765011,0.2837372562845767,0.19879233157429776,-0.09188490225762531
Hanwha,Ridge+day,48,common_H144,primary,low-power,100.0,149829,3737,1402.9820519549353,10785.429948375642,-3499.1316368288235,0.09676718716901891,0.07198492914172584,-0.023354167997042118
Hanwha,Ridge+day,48,common_H144,daily_matched,full,100.0,216583,4521,6788.905104998227,24070.679277536154,-9661.223062894898,0.17704663896012007,0.11113835932430594,-0.04460748564243222
Hanwha,Ridge+day,48,common_H144,daily_matched,power-active,100.0,67179,2113,5408.3683731393685,13354.67004282975,-6172.735848765011,0.2837372562845767,0.19879233157429776,-0.09188490225762531
Hanwha,Ridge+day,48,common_H144,daily_matched,low-power,100.0,149404,3737,1380.536731858858,10716.009234706413,-3488.487214129888,0.09612644264969772,0.07172504909310602,-0.023349356202845225
Hanwha,Ridge+day,96,horizon_specific,primary,full,100.0,506976,5281,27052.409895068704,78751.9984754234,-47681.41650647387,0.23099856358212584,0.15533673877150675,-0.0940506385045325
Hanwha,Ridge+day,96,horizon_specific,primary,power-active,100.0,228420,3881,23587.9520218706,54936.99714341439,-38858.68346155147,0.32134981503703247,0.2405086995158672,-0.1701194442761206
Hanwha,Ridge+day,96,horizon_specific,primary,low-power,100.0,278556,4482,3464.4578731981046,23815.00133200899,-8822.733044922395,0.11152221425359467,0.08549448345039773,-0.03167310359468974
Hanwha,Ridge+day,96,horizon_specific,daily_matched,full,100.0,506112,5281,27017.1367925015,78631.74288394423,-47622.64551620286,0.23104487714136202,0.15536431241295254,-0.09409507286174376
Hanwha,Ridge+day,96,horizon_specific,daily_matched,power-active,100.0,228420,3881,23587.9520218706,54936.99714341439,-38858.68346155147,0.32134981503703247,0.2405086995158672,-0.1701194442761206
Hanwha,Ridge+day,96,horizon_specific,daily_matched,low-power,100.0,277692,4482,3429.1847706309018,23694.745740529816,-8763.962054651383,0.11112550790864581,0.08532743377745781,-0.03156000912756357
Hanwha,Ridge+day,96,common_H144,primary,full,100.0,434016,4521,22206.671731054073,63580.85410108617,-36620.92674281183,0.22619805502476667,0.1464942631172265,-0.08437690486712894
Hanwha,Ridge+day,96,common_H144,primary,power-active,100.0,163334,3169,19011.088428965835,40858.52883001345,-27152.79354937838,0.34116556666159925,0.25015323710931864,-0.16624091462511406
Hanwha,Ridge+day,96,common_H144,primary,low-power,100.0,270682,4191,3195.58330208824,22722.32527107273,-9468.133193433438,0.10865391596617892,0.08394472211330169,-0.03497880610248719
Hanwha,Ridge+day,96,common_H144,daily_matched,full,100.0,433159,4521,22171.483290272416,63461.34355328514,-36561.41070886268,0.22624224579222899,0.1465081957278624,-0.08440644361276732
Hanwha,Ridge+day,96,common_H144,daily_matched,power-active,100.0,163334,3169,19011.088428965835,40858.52883001345,-27152.79354937838,0.34116556666159925,0.25015323710931864,-0.16624091462511406
Hanwha,Ridge+day,96,common_H144,daily_matched,low-power,100.0,269825,4191,3160.3948613065813,22602.814723271687,-9408.617159484289,0.10822549494105399,0.08376842295292018,-0.03486933071244062
Hanwha,Ridge+day,144,horizon_specific,primary,full,100.0,651024,4521,40008.93059733631,108169.35089219466,-64228.79512624872,0.2479019666134928,0.1661526316882245,-0.09865810650029602
Hanwha,Ridge+day,144,horizon_specific,primary,power-active,100.0,287368,4225,35141.320693456764,76430.38139969995,-57146.15359019394,0.3496953335070539,0.26596691837539305,-0.19886053280182187
Hanwha,Ridge+day,144,horizon_specific,primary,low-power,100.0,363656,4521,4867.609903879541,31738.969492494703,-7082.641536054773,0.11569444426863923,0.08727745312189185,-0.019476212508675157
Hanwha,Ridge+day,144,horizon_specific,daily_matched,full,100.0,649735,4521,39969.10619802497,108015.27550277449,-64181.42056710297,0.24802421699770977,0.16624512378550407,-0.09878091924723613
Hanwha,Ridge+day,144,horizon_specific,daily_matched,power-active,100.0,287368,4225,35141.320693456764,76430.38139969995,-57146.15359019394,0.3496953335070539,0.26596691837539305,-0.19886053280182187
Hanwha,Ridge+day,144,horizon_specific,daily_matched,low-power,100.0,362367,4521,4827.7855045682145,31584.894103074563,-7035.266976909032,0.11542494145749414,0.08716272205547018,-0.019414756246868593
Hanwha,Ridge+day,144,common_H144,primary,full,100.0,651024,4521,40008.93059733631,108169.35089219466,-64228.79512624872,0.2479019666134928,0.1661526316882245,-0.09865810650029602
Hanwha,Ridge+day,144,common_H144,primary,power-active,100.0,287368,4225,35141.320693456764,76430.38139969995,-57146.15359019394,0.3496953335070539,0.26596691837539305,-0.19886053280182187
Hanwha,Ridge+day,144,common_H144,primary,low-power,100.0,363656,4521,4867.609903879541,31738.969492494703,-7082.641536054773,0.11569444426863923,0.08727745312189185,-0.019476212508675157
Hanwha,Ridge+day,144,common_H144,daily_matched,full,100.0,649735,4521,39969.10619802497,108015.27550277449,-64181.42056710297,0.24802421699770977,0.16624512378550407,-0.09878091924723613
Hanwha,Ridge+day,144,common_H144,daily_matched,power-active,100.0,287368,4225,35141.320693456764,76430.38139969995,-57146.15359019394,0.3496953335070539,0.26596691837539305,-0.19886053280182187
Hanwha,Ridge+day,144,common_H144,daily_matched,low-power,100.0,362367,4521,4827.7855045682145,31584.894103074563,-7035.266976909032,0.11542494145749414,0.08716272205547018,-0.019414756246868593
Qcells,Ridge,12,horizon_specific,primary,full,1000.0,77556,6463,12229.67815277236,13904.077948786784,7438.567192356727,0.397099932247915,0.17927791465246767,0.09591220785441136
Qcells,Ridge,12,horizon_specific,primary,power-active,1000.0,36504,3173,12040.006626124677,13031.359001880102,7867.335707594192,0.5743057111035696,0.356984412718609,0.21551982543267018
Qcells,Ridge,12,horizon_specific,primary,low-power,1000.0,41052,3594,189.67152664768145,872.7189469066816,-428.7685152374648,0.06797260430049187,0.021258865509760343,-0.010444521953558043
Qcells,Ridge,12,horizon_specific,daily_matched,full,1000.0,77530,6463,12228.165793442693,13902.158029455608,7436.842750036557,0.39714195303226674,0.1793132726616227,0.09592213014364191
Qcells,Ridge,12,horizon_specific,daily_matched,power-active,1000.0,36504,3173,12040.006626124677,13031.359001880102,7867.335707594192,0.5743057111035696,0.356984412718609,0.21551982543267018
Qcells,Ridge,12,horizon_specific,daily_matched,low-power,1000.0,41026,3594,188.1591673180156,870.7990275755078,-430.4929575576353,0.06772251894979518,0.02122554057367298,-0.010493174025194639
Qcells,Ridge,12,common_H144,primary,full,1000.0,35952,2996,29.715320603967704,668.0912296490382,-507.1537683126585,0.028749393196111618,0.01858286686829768,-0.014106413226320051
Qcells,Ridge,12,common_H144,primary,power-active,1000.0,42,25,0.4719214756811081,4.106146379063068,-4.106146379063068,0.10600106419963412,0.09776538997769209,-0.09776538997769209
Qcells,Ridge,12,common_H144,primary,low-power,1000.0,35910,2996,29.243399128286597,663.985083269975,-503.04762193359556,0.02853686254236457,0.018490255730158035,-0.014008566469885702
Qcells,Ridge,12,common_H144,daily_matched,full,1000.0,35943,2996,29.714237786289587,668.0191805594901,-507.2130621993467,0.028752468463849216,0.018585515414948392,-0.014111595086646823
Qcells,Ridge,12,common_H144,daily_matched,power-active,1000.0,42,25,0.4719214756811081,4.106146379063068,-4.106146379063068,0.10600106419963412,0.09776538997769209,-0.09776538997769209
Qcells,Ridge,12,common_H144,daily_matched,low-power,1000.0,35901,2996,29.242316310608484,663.913034180427,-503.1069158202838,0.028539910863417593,0.018492884158670425,-0.014013729863242912
Qcells,Ridge,48,horizon_specific,primary,full,1000.0,263568,5491,211748.3882247459,129979.04320277706,-82900.50849019957,0.8963212980649385,0.4931518363487869,-0.31453176595868837
Qcells,Ridge,48,horizon_specific,primary,power-active,1000.0,123447,3071,206194.8712731925,114503.95839400086,-89398.60227524253,1.2924050885725642,0.9275556181519264,-0.7241861063877011
Qcells,Ridge,48,horizon_specific,primary,low-power,1000.0,140121,3486,5553.516951553417,15475.084808776171,6498.093785042953,0.19908220253069756,0.1104408675985482,0.04637487446594695
Qcells,Ridge,48,horizon_specific,daily_matched,full,1000.0,263470,5491,211724.30316672116,129947.19694167229,-82928.90954936511,0.8964369934822893,0.4932143961045747,-0.3147565550133416
Qcells,Ridge,48,horizon_specific,daily_matched,power-active,1000.0,123447,3071,206194.8712731925,114503.95839400086,-89398.60227524253,1.2924050885725642,0.9275556181519264,-0.7241861063877011
Qcells,Ridge,48,horizon_specific,daily_matched,low-power,1000.0,140023,3486,5529.431893528697,15443.238547671373,6469.692725877436,0.1987195373972754,0.11029072757812197,0.046204500159812575
Qcells,Ridge,48,common_H144,primary,full,1000.0,143808,2996,36616.69310957972,32131.306880424265,-9431.498260184206,0.5046009187020518,0.22343198487166405,-0.06558396097702636
Qcells,Ridge,48,common_H144,primary,power-active,1000.0,15021,784,31476.708788812808,17465.09688635954,-15936.650706634691,1.4475888689957601,1.1627119956300873,-1.0609580391874502
Qcells,Ridge,48,common_H144,primary,low-power,1000.0,128787,2996,5139.984320766909,14666.209994064726,6505.15244645049,0.1997767224247132,0.1138795840734292,0.050510940129442336
Qcells,Ridge,48,common_H144,daily_matched,full,1000.0,143727,2996,36593.95774862077,32101.19566179085,-9461.59414678836,0.5045863650387972,0.22334840121752247,-0.06583031821987768
Qcells,Ridge,48,common_H144,daily_matched,power-active,1000.0,15021,784,31476.708788812808,17465.09688635954,-15936.650706634691,1.4475888689957601,1.1627119956300873,-1.0609580391874502
Qcells,Ridge,48,common_H144,daily_matched,low-power,1000.0,128706,2996,5117.248959807963,14636.09877543131,6475.056559846336,0.19939711783905048,0.11371729970188887,0.0503088943782445
Qcells,Ridge,96,horizon_specific,primary,full,1000.0,405792,4227,699225.0632132908,327623.2442028249,-186988.81827130486,1.3126736061665978,0.80736743011894,-0.46079966650723736
Qcells,Ridge,96,horizon_specific,primary,power-active,1000.0,184959,2927,655559.6651870465,269216.38353947556,-226728.6857371106,1.8826447521086507,1.4555462753338608,-1.2258321343492915
Qcells,Ridge,96,horizon_specific,primary,low-power,1000.0,220833,3374,43665.39802624443,58406.860663349304,39739.867465805655,0.4446688686323469,0.26448429656504824,0.17995438845555536
Qcells,Ridge,96,horizon_specific,daily_matched,full,1000.0,405598,4227,699081.9714531081,327498.0452837713,-187111.51861619527,1.3128531445825546,0.8074449215325797,-0.46132258693631445
Qcells,Ridge,96,horizon_specific,daily_matched,power-active,1000.0,184959,2927,655559.6651870465,269216.38353947556,-226728.6857371106,1.8826447521086507,1.4555462753338608,-1.2258321343492915
Qcells,Ridge,96,horizon_specific,daily_matched,low-power,1000.0,220639,3374,43522.30626606166,58281.661744295736,39617.16712091527,0.44413480681161777,0.2641494103231783,0.17955650234507622
Qcells,Ridge,96,common_H144,primary,full,1000.0,287616,2996,221435.10723260223,154820.56453419357,-28374.78439518792,0.8774385627239145,0.5382891234639018,-0.09865509705714536
Qcells,Ridge,96,common_H144,primary,power-active,1000.0,77349,1792,179092.30247490783,97902.1377500378,-67448.29407795324,1.5216371692732154,1.2657195018686447,-0.8719995614416894
Qcells,Ridge,96,common_H144,primary,low-power,1000.0,210267,2996,42342.804757694386,56918.42678415575,39073.50968276534,0.4487497832202917,0.2706959569697373,0.18582806471184418
Qcells,Ridge,96,common_H144,daily_matched,full,1000.0,287439,2996,221292.3172780654,154696.21607565784,-28497.790474211033,0.8774256409948948,0.5381879844963899,-0.09914378520037655
Qcells,Ridge,96,common_H144,daily_matched,power-active,1000.0,77349,1792,179092.30247490783,97902.1377500378,-67448.29407795324,1.5216371692732154,1.2657195018686447,-0.8719995614416894
Qcells,Ridge,96,common_H144,daily_matched,low-power,1000.0,210090,2996,42200.014803157566,56794.078325620016,38950.50360374223,0.44818117526089785,0.270332135397306,0.18539913181846937
Qcells,Ridge,144,horizon_specific,primary,full,1000.0,431424,2996,303702.3381839238,236761.82465521677,-43142.259795657264,0.839019234636588,0.5487915012962116,-0.09999967501960313
Qcells,Ridge,144,horizon_specific,primary,power-active,1000.0,187950,2800,256546.1697381261,169979.48807356224,-90289.97303417562,1.1683194382786224,0.904386741545955,-0.48039357826111
Qcells,Ridge,144,horizon_specific,primary,low-power,1000.0,243474,2996,47156.16844579773,66782.3365816546,47147.71323851841,0.4400914789124021,0.27428939673909575,0.19364578245939365
Qcells,Ridge,144,horizon_specific,daily_matched,full,1000.0,431150,2996,303541.05706385715,236605.26536646573,-43296.99555536135,0.839062913771377,0.5487771433757758,-0.10042211656119993
Qcells,Ridge,144,horizon_specific,daily_matched,power-active,1000.0,187950,2800,256546.1697381261,169979.48807356224,-90289.97303417562,1.1683194382786224,0.904386741545955,-0.48039357826111
Qcells,Ridge,144,horizon_specific,daily_matched,low-power,1000.0,243200,2996,46994.88732573107,66625.77729290353,46992.97747881434,0.4395856645047003,0.27395467636884674,0.1932277034490721
Qcells,Ridge,144,common_H144,primary,full,1000.0,431424,2996,303702.3381839238,236761.82465521677,-43142.259795657264,0.839019234636588,0.5487915012962116,-0.09999967501960313
Qcells,Ridge,144,common_H144,primary,power-active,1000.0,187950,2800,256546.1697381261,169979.48807356224,-90289.97303417562,1.1683194382786224,0.904386741545955,-0.48039357826111
Qcells,Ridge,144,common_H144,primary,low-power,1000.0,243474,2996,47156.16844579773,66782.3365816546,47147.71323851841,0.4400914789124021,0.27428939673909575,0.19364578245939365
Qcells,Ridge,144,common_H144,daily_matched,full,1000.0,431150,2996,303541.05706385715,236605.26536646573,-43296.99555536135,0.839062913771377,0.5487771433757758,-0.10042211656119993
Qcells,Ridge,144,common_H144,daily_matched,power-active,1000.0,187950,2800,256546.1697381261,169979.48807356224,-90289.97303417562,1.1683194382786224,0.904386741545955,-0.48039357826111
Qcells,Ridge,144,common_H144,daily_matched,low-power,1000.0,243200,2996,46994.88732573107,66625.77729290353,46992.97747881434,0.4395856645047003,0.27395467636884674,0.1932277034490721
Qcells,Ridge+day,12,horizon_specific,primary,full,1000.0,77556,6463,5394.214531684688,9511.363438304536,7484.830800633703,0.2637281002331866,0.12263865385404786,0.09650872660572622
Qcells,Ridge+day,12,horizon_specific,primary,power-active,1000.0,36504,3173,5329.393638921846,8869.37651453239,7363.072023231131,0.3820926395515632,0.24296998998828595,0.20170589588075638
Qcells,Ridge+day,12,horizon_specific,primary,low-power,1000.0,41052,3594,64.8208927628413,641.9869237721455,121.75877740257025,0.03973656700021918,0.015638383605479526,0.002965964566953382
Qcells,Ridge+day,12,horizon_specific,daily_matched,full,1000.0,77530,6463,5392.985743315332,9505.80994992411,7479.277312253275,0.2637422726273416,0.12260815103732892,0.09646946101190862
Qcells,Ridge+day,12,horizon_specific,daily_matched,power-active,1000.0,36504,3173,5329.393638921846,8869.37651453239,7363.072023231131,0.3820926395515632,0.24296998998828595,0.20170589588075638
Qcells,Ridge+day,12,horizon_specific,daily_matched,low-power,1000.0,41026,3594,63.59210439348466,636.4334353917202,116.20528902214494,0.03937059793432592,0.015512929249542246,0.0028324791357223454
Qcells,Ridge+day,12,common_H144,primary,full,1000.0,35952,2996,18.178025318378708,404.15431093798475,-74.50483042172738,0.022485980227877247,0.01124149730023322,-0.0020723417451526307
Qcells,Ridge+day,12,common_H144,primary,power-active,1000.0,42,25,2.022245787402096,9.139184397963838,9.139184397963838,0.21942814136718977,0.21759962852294853,0.21759962852294853
Qcells,Ridge+day,12,common_H144,primary,low-power,1000.0,35910,2996,16.155779530976613,395.01512654002096,-83.64401481969121,0.021210761292909816,0.01100014276079145,-0.0023292680261679534
Qcells,Ridge+day,12,common_H144,daily_matched,full,1000.0,35943,2996,17.880716068014955,402.54107299147375,-76.1180683682384,0.02230413022217467,0.011199428901078758,-0.002117743882487227
Qcells,Ridge+day,12,common_H144,daily_matched,power-active,1000.0,42,25,2.022245787402096,9.139184397963838,9.139184397963838,0.21942814136718977,0.21759962852294853,0.21759962852294853
Qcells,Ridge+day,12,common_H144,daily_matched,low-power,1000.0,35901,2996,15.85847028061286,393.4018885935099,-85.25725276620224,0.021017321780882798,0.010957964641472659,-0.002374787687423811
Qcells,Ridge+day,48,horizon_specific,primary,full,1000.0,263568,5491,16533.11392925873,28680.08146511903,9382.73607030001,0.2504557395932755,0.10881473268803128,0.035598919710662945
Qcells,Ridge+day,48,horizon_specific,primary,power-active,1000.0,123447,3071,16373.899903391717,26076.423290914365,9878.227676159277,0.36419652318315393,0.21123577965373289,0.08001998976207828
Qcells,Ridge+day,48,horizon_specific,primary,low-power,1000.0,140121,3486,159.2140258670155,2603.6581742046715,-495.49160585926853,0.03370847056405594,0.01858149866333149,-0.0035361694953595004
Qcells,Ridge+day,48,horizon_specific,daily_matched,full,1000.0,263470,5491,16531.363719503097,28668.632431454243,9371.287036635216,0.25048905533104393,0.10881175250105987,0.03556870625359706
Qcells,Ridge+day,48,horizon_specific,daily_matched,power-active,1000.0,123447,3071,16373.899903391717,26076.423290914365,9878.227676159277,0.36419652318315393,0.21123577965373289,0.08001998976207828
Qcells,Ridge+day,48,horizon_specific,daily_matched,low-power,1000.0,140023,3486,157.4638161113816,2592.2091405398787,-506.9406395240616,0.03353441210214365,0.01851273819686679,-0.0036204097864212426
Qcells,Ridge+day,48,common_H144,primary,full,1000.0,143808,2996,532.0911464047747,4347.408472906275,-1587.8185331500576,0.06082771369416844,0.030230644142928594,-0.011041239243644705
Qcells,Ridge+day,48,common_H144,primary,power-active,1000.0,15021,784,423.4545582108656,2093.0700940230017,-988.8088150006602,0.16790127071982305,0.13934292617155994,-0.06582842786769591
Qcells,Ridge+day,48,common_H144,primary,low-power,1000.0,128787,2996,108.63658819390915,2254.3383788832743,-599.0097181493978,0.029043706913665902,0.017504393913075653,-0.004651166019469339
Qcells,Ridge+day,48,common_H144,daily_matched,full,1000.0,143727,2996,531.2439445989047,4339.845911787075,-1595.381094269257,0.06079639332735408,0.030195063640005532,-0.011100079277166134
Qcells,Ridge+day,48,common_H144,daily_matched,power-active,1000.0,15021,784,423.4545582108656,2093.0700940230017,-988.8088150006602,0.16790127071982305,0.13934292617155994,-0.06582842786769591
Qcells,Ridge+day,48,common_H144,daily_matched,low-power,1000.0,128706,2996,107.78938638803912,2246.775817764075,-606.5722792685971,0.0289393387304286,0.017456651731574867,-0.0047128516096265685
Qcells,Ridge+day,96,horizon_specific,primary,full,1000.0,405792,4227,22424.680431550143,46291.21291560473,-11333.457962602728,0.23507767727087964,0.11407620878579354,-0.02792922966101532
Qcells,Ridge+day,96,horizon_specific,primary,power-active,1000.0,184959,2927,21828.477554036508,39477.05000045475,-10625.616302855047,0.34353737189201833,0.21343676166315104,-0.05744849562797727
Qcells,Ridge+day,96,horizon_specific,primary,low-power,1000.0,220833,3374,596.2028775136299,6814.162915150003,-707.8416597476795,0.05195951010461722,0.030856633361635275,-0.003205325561612981
Qcells,Ridge+day,96,horizon_specific,daily_matched,full,1000.0,405598,4227,22420.18357985211,46264.16571749851,-11360.505160708939,0.23511031305256547,0.11406408739071323,-0.028009273124396418
Qcells,Ridge+day,96,horizon_specific,daily_matched,power-active,1000.0,184959,2927,21828.477554036508,39477.05000045475,-10625.616302855047,0.34353737189201833,0.21343676166315104,-0.05744849562797727
Qcells,Ridge+day,96,horizon_specific,daily_matched,low-power,1000.0,220639,3374,591.7060258155982,6787.115717043792,-734.8888578538919,0.05178593904325689,0.030761178744663418,-0.0033307296436889755
Qcells,Ridge+day,96,common_H144,primary,full,1000.0,287616,2996,6659.249209383572,22670.47657380193,-10257.122704639418,0.15216196668992768,0.07882202858603808,-0.03566255947040296
Qcells,Ridge+day,96,common_H144,primary,power-active,1000.0,77349,1792,6114.686205920341,16268.866552674543,-9487.236425623478,0.2811640145741398,0.210330664296559,-0.12265493316815315
Qcells,Ridge+day,96,common_H144,primary,low-power,1000.0,210267,2996,544.5630034632277,6401.610021127386,-769.8862790159384,0.050890709681051575,0.030445148411911455,-0.0036614698408021155
Qcells,Ridge+day,96,common_H144,daily_matched,full,1000.0,287439,2996,6655.548065803052,22647.01898060702,-10280.58029783433,0.1521665049032589,0.07878895689383493,-0.035766128805883445
Qcells,Ridge+day,96,common_H144,daily_matched,power-active,1000.0,77349,1792,6114.686205920341,16268.866552674543,-9487.236425623478,0.2811640145741398,0.210330664296559,-0.12265493316815315
Qcells,Ridge+day,96,common_H144,daily_matched,low-power,1000.0,210090,2996,540.8618598827074,6378.152427932474,-793.343872210852,0.050738834626432375,0.03035914335728723,-0.0037762095873713746
Qcells,Ridge+day,144,horizon_specific,primary,full,1000.0,431424,2996,24126.48156307012,56758.50600328162,-29153.95463591925,0.23648023346425867,0.1315608450231828,-0.06757610757843618
Qcells,Ridge+day,144,horizon_specific,primary,power-active,1000.0,187950,2800,23141.730763102503,47504.05760848387,-30693.935150562684,0.3508946553140599,0.25274837780518156,-0.163309045759844
Qcells,Ridge+day,144,horizon_specific,primary,low-power,1000.0,243474,2996,984.7507999676112,9254.448394797773,1539.980514643433,0.06359703605007933,0.0380100067966098,0.006325030658893488
Qcells,Ridge+day,144,horizon_specific,daily_matched,full,1000.0,431150,2996,24119.33113860067,56718.005053657434,-29194.45558554345,0.23652030742452682,0.13155051618614735,-0.06771298987717372
Qcells,Ridge+day,144,horizon_specific,daily_matched,power-active,1000.0,187950,2800,23141.730763102503,47504.05760848387,-30693.935150562684,0.3508946553140599,0.25274837780518156,-0.163309045759844
Qcells,Ridge+day,144,horizon_specific,daily_matched,low-power,1000.0,243200,2996,977.6003754981609,9213.94744517357,1499.4795650192314,0.0634014068147893,0.03788629706074659,0.00616562321142776
Qcells,Ridge+day,144,common_H144,primary,full,1000.0,431424,2996,24126.48156307012,56758.50600328162,-29153.95463591925,0.23648023346425867,0.1315608450231828,-0.06757610757843618
Qcells,Ridge+day,144,common_H144,primary,power-active,1000.0,187950,2800,23141.730763102503,47504.05760848387,-30693.935150562684,0.3508946553140599,0.25274837780518156,-0.163309045759844
Qcells,Ridge+day,144,common_H144,primary,low-power,1000.0,243474,2996,984.7507999676112,9254.448394797773,1539.980514643433,0.06359703605007933,0.0380100067966098,0.006325030658893488
Qcells,Ridge+day,144,common_H144,daily_matched,full,1000.0,431150,2996,24119.33113860067,56718.005053657434,-29194.45558554345,0.23652030742452682,0.13155051618614735,-0.06771298987717372
Qcells,Ridge+day,144,common_H144,daily_matched,power-active,1000.0,187950,2800,23141.730763102503,47504.05760848387,-30693.935150562684,0.3508946553140599,0.25274837780518156,-0.163309045759844
Qcells,Ridge+day,144,common_H144,daily_matched,low-power,1000.0,243200,2996,977.6003754981609,9213.94744517357,1499.4795650192314,0.0634014068147893,0.03788629706074659,0.00616562321142776
YULARA_COMBINED,Ridge,12,horizon_specific,primary,full,0.1,316944,26412,183600833.270719,3048672.1726775253,1383172.4970060831,24.068335496217436,9.618961623118045,4.364091123372215
YULARA_COMBINED,Ridge,12,horizon_specific,primary,power-active,0.1,164664,14784,106913459.49634805,2060855.5008532575,637022.0813621365,25.481023055007448,12.515519487278686,3.868617799653455
YULARA_COMBINED,Ridge,12,horizon_specific,primary,low-power,0.1,152280,13747,76687373.77437101,987816.6718242678,746150.4156439462,22.440911785508607,6.486844443290438,4.899858258759825
YULARA_COMBINED,Ridge,12,horizon_specific,daily_matched,full,0.1,316944,26412,183600833.270719,3048672.1726775253,1383172.4970060831,24.068335496217436,9.618961623118045,4.364091123372215
YULARA_COMBINED,Ridge,12,horizon_specific,daily_matched,power-active,0.1,164664,14784,106913459.49634805,2060855.5008532575,637022.0813621365,25.481023055007448,12.515519487278686,3.868617799653455
YULARA_COMBINED,Ridge,12,horizon_specific,daily_matched,low-power,0.1,152280,13747,76687373.77437101,987816.6718242678,746150.4156439462,22.440911785508607,6.486844443290438,4.899858258759825
YULARA_COMBINED,Ridge,12,common_H144,primary,full,0.1,315360,26280,183287392.76512808,3034532.6103861737,1376800.3928429692,24.10810050134346,9.622439784329572,4.365805406021591
YULARA_COMBINED,Ridge,12,common_H144,primary,power-active,0.1,163698,14698,106608612.10876042,2048369.1064487218,631642.0691044132,25.519634973191295,12.513097939185096,3.85858146772968
YULARA_COMBINED,Ridge,12,common_H144,primary,low-power,0.1,151662,13690,76678780.65636775,986163.5039374519,745158.3237385555,22.48532709496227,6.5023770221772885,4.913282982807529
YULARA_COMBINED,Ridge,12,common_H144,daily_matched,full,0.1,315360,26280,183287392.76512808,3034532.6103861737,1376800.3928429692,24.10810050134346,9.622439784329572,4.365805406021591
YULARA_COMBINED,Ridge,12,common_H144,daily_matched,power-active,0.1,163698,14698,106608612.10876042,2048369.1064487218,631642.0691044132,25.519634973191295,12.513097939185096,3.85858146772968
