site,period,support,horizon,scope,method,status,RMSE,MAE,bias,SSE,points
Qcells,Alice2018Test,S2,12,low-power,Discrete recurrent decoder43,diagnostic,0.13642551789915003,0.07361564593583106,0.05828189809279368,803.5138937368628,43172
Qcells,Alice2018Test,S2,12,low-power,Discrete recurrent decoder44,diagnostic,0.15218447984273417,0.10615399222475944,-0.04920579197122139,999.8685238508136,43172
Qcells,Alice2018Test,S2,12,low-power,Inverted42,accepted,0.12064366507510671,0.08652761089304647,-0.008336043600303525,628.3638804331582,43172
Qcells,Alice2018Test,S2,12,low-power,Inverted43,accepted,0.18820714069812594,0.1450936186514328,-0.06049355439294231,1529.235467403139,43172
Qcells,Alice2018Test,S2,12,low-power,Inverted44,accepted,0.13472005050408734,0.09616249698938474,-0.01255818261375519,783.549868961771,43172
Qcells,Alice2018Test,S2,12,low-power,Joint-patch Transformer42,accepted,0.30181969018538435,0.23104308133680604,0.22053192349106057,3932.75875306084,43172
Qcells,Alice2018Test,S2,12,low-power,Joint-patch Transformer43,accepted,0.24917064011371648,0.15951303789385535,0.1328948247440354,2680.377132829091,43172
Qcells,Alice2018Test,S2,12,low-power,Joint-patch Transformer44,accepted,0.21991387094614445,0.14478265128067058,-0.0389226690518213,2087.8890403133883,43172
Qcells,Alice2018Test,S1_new_origins,12,full,Original A,accepted,0.4291419631785914,0.32425302687178365,0.26254701910094297,582.322851261172,3162
Qcells,Alice2018Test,S1_new_origins,12,full,Original B,accepted,0.20470655175562355,0.1827107941289426,0.17948884951104285,132.50289011276516,3162
Qcells,Alice2018Test,S1_new_origins,12,full,Expanded A,accepted,0.4291419631785914,0.32425302687178365,0.26254701910094297,582.322851261172,3162
Qcells,Alice2018Test,S1_new_origins,12,full,Expanded B,accepted,0.42904752732001583,0.3942077598432089,0.3919242693497572,582.0665905715653,3162
Qcells,Alice2018Test,S1_new_origins,12,full,Daily,accepted,0.05221381772201268,0.015271999019637097,-0.002905861166666028,8.620506090622122,3162
Qcells,Alice2018Test,S1_new_origins,12,full,Last-value,accepted,0.4760105716276976,0.3486373593789835,0.321565506777951,716.4651353207973,3162
Qcells,Alice2018Test,S1_new_origins,12,full,Depthwise convolutional TCN42,diagnostic,0.5837416745996532,0.4807350193046472,0.4539338304845216,1077.465231504856,3162
Qcells,Alice2018Test,S1_new_origins,12,full,Depthwise convolutional TCN43,diagnostic,0.4482354679389925,0.36798371392353335,0.26683517718918,635.2933397798577,3162
Qcells,Alice2018Test,S1_new_origins,12,full,Depthwise convolutional TCN44,diagnostic,0.33980389295716146,0.2648511854829082,0.21622947694733932,365.10566008487854,3162
Qcells,Alice2018Test,S1_new_origins,12,full,Discrete recurrent decoder42,diagnostic,0.19582630997795333,0.15446355481345747,0.061709241123879696,121.25619791483658,3162
Qcells,Alice2018Test,S1_new_origins,12,full,Discrete recurrent decoder43,diagnostic,0.4706108281408372,0.3951223041039583,0.3662693757664533,700.3025320434854,3162
Qcells,Alice2018Test,S1_new_origins,12,full,Discrete recurrent decoder44,diagnostic,0.43341224302986425,0.26858634037105833,0.14276364347071227,593.9695971546593,3162
Qcells,Alice2018Test,S1_new_origins,12,full,Inverted42,accepted,0.3459258164636355,0.2959768600554436,0.25566011929223337,378.37968810845587,3162
Qcells,Alice2018Test,S1_new_origins,12,full,Inverted43,accepted,0.4023756274995682,0.3407621657950345,0.2660086826069497,511.94723240513247,3162
Qcells,Alice2018Test,S1_new_origins,12,full,Inverted44,accepted,0.349913366020529,0.29022838679434243,0.24523483128040385,387.1532680820605,3162
Qcells,Alice2018Test,S1_new_origins,12,full,Joint-patch Transformer42,accepted,0.8717961916024078,0.8172799107056443,0.8014980948499884,2403.2104322275654,3162
Qcells,Alice2018Test,S1_new_origins,12,full,Joint-patch Transformer43,accepted,0.8576259748341607,0.795884427170244,0.7749084246371124,2325.721552789793,3162
Qcells,Alice2018Test,S1_new_origins,12,full,Joint-patch Transformer44,accepted,0.7449258542314708,0.6803097479015578,0.6409914087240621,1754.6397384924626,3162
Qcells,Alice2018Test,S1_new_origins,12,power-active,Original A,accepted,0.5113318128645796,0.458747905930371,0.3911572021987666,279.76243844669386,1070
Qcells,Alice2018Test,S1_new_origins,12,power-active,Original B,accepted,0.226456776923925,0.21282363932204634,0.20459101343172403,54.87245884180639,1070
Qcells,Alice2018Test,S1_new_origins,12,power-active,Expanded A,accepted,0.5113318128645796,0.458747905930371,0.3911572021987666,279.76243844669386,1070
Qcells,Alice2018Test,S1_new_origins,12,power-active,Expanded B,accepted,0.48240851937242696,0.4654667445298449,0.4592834153472441,249.00823813251404,1070
Qcells,Alice2018Test,S1_new_origins,12,power-active,Daily,accepted,0.08964025973574932,0.04238186434589184,-0.0074911527056071014,8.597852497077083,1070
Qcells,Alice2018Test,S1_new_origins,12,power-active,Last-value,accepted,0.5050136299175889,0.4213178811438173,0.34287252454696415,272.89148005071723,1070
